pair_id,nb_classes_v1,nb_classes_v2,delta_classes,nb_added_classes,nb_removed_classes,nb_attributes_v1,nb_attributes_v2,delta_attributes,nb_added_attributes,nb_removed_attributes,nb_type_changes,nb_references_v1,nb_references_v2,delta_references,nb_added_references,nb_removed_references,nb_multiplicity_changes,nb_containment_changes,nb_abstract_changes,nb_supertype_changes,nsuri_changed,label
augmented_0488_eclass_added_from_examples_org.eclipse.emfcloud.modelserver.glsp.example.model_model_model__0486d0a__66f8073,4,5,1,1,0,2,3,1,0,0,0,4,4,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0224_eclass_abstract_changed_from_data_synthetic_add_reference2_metamodels_add_reference2_v1__to__data_synthetic_add_reference2_metamodels_add_reference2_v2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
data_synthetic_add_attribute4_metamodels_add_attribute4_v1__to__data_synthetic_add_attribute4_metamodels_add_attribute4_v2,1,1,0,0,0,1,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,MIXED
augmented_0038_eclass_abstract_changed_from_bundles_org.eclipse.emfcloud.modelserver.edit_resources_Command__381b6ea__11a7d73,2,2,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0427_ereference_added_from_data_synthetic_remove_eclass4_metamodels_remove_eclass4_v1__to__data_synthetic_remove_eclass4_metamodels_remove_eclass4_v2,3,3,0,0,0,5,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0170_eclass_abstract_changed_from_data_domains_smartgrid_metamodels_smartgrid_v2__to__data_domains_smartgrid_metamodels_smartgrid_v3,2,2,0,0,0,5,5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0433_eattribute_type_changed_from_data_synthetic_remove_eclass_metamodels_remove_eclass_v1__to__data_synthetic_remove_eclass_metamodels_remove_eclass_v2,3,3,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0336_eattribute_added_from_data_synthetic_change_nsuri_metamodels_change_nsuri_v1__to__data_synthetic_change_nsuri_metamodels_change_nsuri_v2,1,1,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
data_domains_shop_metamodels_shop_v3__to__data_domains_shop_metamodels_shop_v4,3,4,1,1,0,10,15,5,3,0,0,2,5,3,1,0,0,0,0,0,1,MIXED
augmented_0415_eclass_added_from_data_synthetic_remove_eclass3_metamodels_remove_eclass3_v1__to__data_synthetic_remove_eclass3_metamodels_remove_eclass3_v2,3,4,1,1,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_ADDED
data_synthetic_rename_attribute3_metamodels_rename_attribute3_v1__to__data_synthetic_rename_attribute3_metamodels_rename_attribute3_v2,1,1,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,MIXED
data_synthetic_change_containment3_metamodels_change_containment3_v1__to__data_synthetic_change_containment3_metamodels_change_containment3_v2,2,2,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,MIXED
augmented_0495_eattribute_removed_from_tests_org.eclipse.emfcloud.modelserver.emf.tests_resources_Test1__10f1a24__94a5a6d,2,2,0,0,0,2,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0467_eclass_added_from_data_synthetic_rename_eclass3_metamodels_rename_eclass3_v1__to__data_synthetic_rename_eclass3_metamodels_rename_eclass3_v2,2,3,1,1,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0468_eclass_removed_from_data_synthetic_rename_eclass3_metamodels_rename_eclass3_v1__to__data_synthetic_rename_eclass3_metamodels_rename_eclass3_v2,2,1,-1,0,1,3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0276_eclass_abstract_changed_from_data_synthetic_add_supertype_metamodels_add_supertype_v1__to__data_synthetic_add_supertype_metamodels_add_supertype_v2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
data_synthetic_change_multiplicity2_metamodels_change_multiplicity2_v1__to__data_synthetic_change_multiplicity2_metamodels_change_multiplicity2_v2,2,2,0,0,0,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,MIXED
data_synthetic_add_supertype2_metamodels_add_supertype2_v1__to__data_synthetic_add_supertype2_metamodels_add_supertype2_v2,3,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,MIXED
augmented_0125_eclass_removed_from_data_domains_school_metamodels_school_v2__to__data_domains_school_metamodels_school_v3,3,2,-1,0,1,9,7,-2,0,0,0,2,0,-2,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0347_eattribute_removed_from_data_synthetic_change_type3_metamodels_change_type3_v1__to__data_synthetic_change_type3_metamodels_change_type3_v2,1,1,0,0,0,3,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0126_eattribute_added_from_data_domains_school_metamodels_school_v2__to__data_domains_school_metamodels_school_v3,3,3,0,0,0,9,10,1,1,0,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0310_eattribute_added_from_data_synthetic_change_containment_metamodels_change_containment_v1__to__data_synthetic_change_containment_metamodels_change_containment_v2,1,1,0,0,0,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0252_eclass_abstract_changed_from_data_synthetic_add_supertype2_metamodels_add_supertype2_v1__to__data_synthetic_add_supertype2_metamodels_add_supertype2_v2,3,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
data_synthetic_remove_eclass3_metamodels_remove_eclass3_v1__to__data_synthetic_remove_eclass3_metamodels_remove_eclass3_v2,3,2,-1,0,1,4,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,MIXED
data_synthetic_change_type2_metamodels_change_type2_v1__to__data_synthetic_change_type2_metamodels_change_type2_v2,1,1,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,MIXED
data_synthetic_change_type4_metamodels_change_type4_v1__to__data_synthetic_change_type4_metamodels_change_type4_v2,1,1,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,MIXED
augmented_0437_eclass_added_from_data_synthetic_remove_reference3_metamodels_remove_reference3_v1__to__data_synthetic_remove_reference3_metamodels_remove_reference3_v2,2,3,1,1,0,2,3,1,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0440_eclass_added_from_data_synthetic_rename_attribute2_metamodels_rename_attribute2_v1__to__data_synthetic_rename_attribute2_metamodels_rename_attribute2_v2,1,2,1,1,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0148_eclass_removed_from_data_domains_shop_metamodels_shop_v3__to__data_domains_shop_metamodels_shop_v4,3,2,-1,0,1,10,8,-2,0,0,0,2,1,-1,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0446_eattribute_added_from_data_synthetic_rename_attribute3_metamodels_rename_attribute3_v1__to__data_synthetic_rename_attribute3_metamodels_rename_attribute3_v2,1,1,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0100_eclass_added_from_data_domains_hospital_metamodels_hospital_v2__to__data_domains_hospital_metamodels_hospital_v3,4,5,1,1,0,8,9,1,0,0,0,3,3,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0295_eattribute_removed_from_data_synthetic_change_abstract4_metamodels_change_abstract4_v1__to__data_synthetic_change_abstract4_metamodels_change_abstract4_v2,2,2,0,0,0,3,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
data_domains_school_metamodels_school_v1__to__data_domains_school_metamodels_school_v2,2,3,1,1,0,4,9,5,3,0,0,0,2,2,0,0,0,0,0,0,1,MIXED
augmented_0029_eclass_abstract_changed_from_bundles_org.eclipse.emfcloud.modelserver.edit_resources_Command__11a7d73__c62bcea,3,3,0,0,0,5,5,0,0,0,0,9,9,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0279_eclass_removed_from_data_synthetic_change_abstract2_metamodels_change_abstract2_v1__to__data_synthetic_change_abstract2_metamodels_change_abstract2_v2,2,1,-1,0,1,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0237_ereference_added_from_data_synthetic_add_reference4_metamodels_add_reference4_v1__to__data_synthetic_add_reference4_metamodels_add_reference4_v2,3,3,0,0,0,4,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0472_ereference_added_from_data_synthetic_rename_eclass3_metamodels_rename_eclass3_v1__to__data_synthetic_rename_eclass3_metamodels_rename_eclass3_v2,2,2,0,0,0,3,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
augmented_0398_eclass_added_from_data_synthetic_remove_attribute4_metamodels_remove_attribute4_v1__to__data_synthetic_remove_attribute4_metamodels_remove_attribute4_v2,1,2,1,1,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0179_eattribute_added_from_data_synthetic_add_attribute3_metamodels_add_attribute3_v1__to__data_synthetic_add_attribute3_metamodels_add_attribute3_v2,1,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0004_eattribute_type_changed_from_backend_plugins_org.eclipse.emfcloud.coffee.model_model_Coffee__24b7174__b4ed8d1,21,21,0,0,0,21,21,0,0,0,1,12,12,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0315_eclass_abstract_changed_from_data_synthetic_change_containment_metamodels_change_containment_v1__to__data_synthetic_change_containment_metamodels_change_containment_v2,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0032_eattribute_added_from_bundles_org.eclipse.emfcloud.modelserver.edit_resources_Command__381b6ea__11a7d73,2,2,0,0,0,4,5,1,1,0,0,4,4,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0073_eclass_removed_from_data_domains_clinic_metamodels_clinic_v2__to__data_domains_clinic_metamodels_clinic_v3,3,2,-1,0,1,9,7,-2,0,0,0,1,1,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0458_eattribute_type_changed_from_data_synthetic_rename_attribute_metamodels_rename_attribute_v1__to__data_synthetic_rename_attribute_metamodels_rename_attribute_v2,1,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0191_eattribute_type_changed_from_data_synthetic_add_attribute_metamodels_add_attribute_v1__to__data_synthetic_add_attribute_metamodels_add_attribute_v2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
augmented_0253_eclass_supertype_added_from_data_synthetic_add_supertype2_metamodels_add_supertype2_v1__to__data_synthetic_add_supertype2_metamodels_add_supertype2_v2,3,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ECLASS_SUPERTYPE_ADDED
augmented_0366_eclass_abstract_changed_from_data_synthetic_mixed2_metamodels_mixed2_v1__to__data_synthetic_mixed2_metamodels_mixed2_v2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0262_eclass_added_from_data_synthetic_add_supertype4_metamodels_add_supertype4_v1__to__data_synthetic_add_supertype4_metamodels_add_supertype4_v2,3,4,1,1,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0383_eattribute_added_from_data_synthetic_mixed_metamodels_mixed_v1__to__data_synthetic_mixed_metamodels_mixed_v2,2,2,0,0,0,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0114_ereference_removed_from_data_domains_library_metamodels_library_v2__to__data_domains_library_metamodels_library_v3,3,3,0,0,0,7,7,0,0,0,0,2,1,-1,0,1,0,0,0,0,0,EREFERENCE_REMOVED
augmented_0393_eclass_added_from_data_synthetic_remove_attribute3_metamodels_remove_attribute3_v1__to__data_synthetic_remove_attribute3_metamodels_remove_attribute3_v2,1,2,1,1,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0365_ereference_added_from_data_synthetic_mixed2_metamodels_mixed2_v1__to__data_synthetic_mixed2_metamodels_mixed2_v2,2,2,0,0,0,3,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,EREFERENCE_ADDED
data_synthetic_add_supertype_metamodels_add_supertype_v1__to__data_synthetic_add_supertype_metamodels_add_supertype_v2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MIXED
augmented_0324_eclass_abstract_changed_from_data_synthetic_change_nsuri2_metamodels_change_nsuri2_v1__to__data_synthetic_change_nsuri2_metamodels_change_nsuri2_v2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0031_eclass_removed_from_bundles_org.eclipse.emfcloud.modelserver.edit_resources_Command__381b6ea__11a7d73,2,1,-1,0,1,4,4,0,0,0,0,4,3,-1,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0063_eclass_added_from_data_domains_bank_metamodels_bank_v1__to__data_domains_bank_metamodels_bank_v2,2,3,1,1,0,5,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0439_eclass_added_from_data_synthetic_remove_reference_metamodels_remove_reference_v1__to__data_synthetic_remove_reference_metamodels_remove_reference_v2,3,4,1,1,0,3,4,1,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0416_eclass_removed_from_data_synthetic_remove_eclass3_metamodels_remove_eclass3_v1__to__data_synthetic_remove_eclass3_metamodels_remove_eclass3_v2,3,2,-1,0,1,4,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_REMOVED
augmented_0437_eclass_removed_from_data_synthetic_remove_reference2_metamodels_remove_reference2_v1__to__data_synthetic_remove_reference2_metamodels_remove_reference2_v2,2,1,-1,0,1,2,1,-1,0,0,0,2,2,0,0,0,0,0,0,0,0,EREFERENCE_REMOVED
augmented_0081_eclass_added_from_data_domains_company_metamodels_company_v1__to__data_domains_company_metamodels_company_v2,3,4,1,1,0,7,8,1,0,0,0,2,2,0,0,0,0,0,0,0,0,ECLASS_ADDED
bundles_org.eclipse.emfcloud.modelserver.edit_resources_Command__10f1a24__11a7d73,2,3,1,1,0,4,5,1,0,0,1,4,9,5,1,0,0,0,0,0,0,MIXED
augmented_0072_eclass_added_from_data_domains_clinic_metamodels_clinic_v2__to__data_domains_clinic_metamodels_clinic_v3,3,4,1,1,0,9,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0272_eattribute_added_from_data_synthetic_add_supertype_metamodels_add_supertype_v1__to__data_synthetic_add_supertype_metamodels_add_supertype_v2,2,2,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0321_eattribute_added_from_data_synthetic_change_nsuri2_metamodels_change_nsuri2_v1__to__data_synthetic_change_nsuri2_metamodels_change_nsuri2_v2,1,1,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0317_eclass_added_from_data_synthetic_change_multiplicity3_metamodels_change_multiplicity3_v1__to__data_synthetic_change_multiplicity3_metamodels_change_multiplicity3_v2,2,3,1,1,0,2,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,ECLASS_ADDED
augmented_0260_eclass_abstract_changed_from_data_synthetic_add_supertype3_metamodels_add_supertype3_v1__to__data_synthetic_add_supertype3_metamodels_add_supertype3_v2,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ECLASS_ABSTRACT_CHANGED
augmented_0008_eattribute_added_from_backend_plugins_org.eclipse.emfcloud.coffee.model_model_Coffee__c28c33f__24b7174,21,21,0,0,0,21,22,1,1,0,0,12,12,0,0,0,0,0,0,0,0,EATTRIBUTE_ADDED
augmented_0056_eattribute_removed_from_data_domains_banking_metamodels_banking_v3__to__data_domains_banking_metamodels_banking_v4,3,3,0,0,0,11,10,-1,0,1,0,2,2,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0180_eattribute_removed_from_data_synthetic_add_attribute3_metamodels_add_attribute3_v1__to__data_synthetic_add_attribute3_metamodels_add_attribute3_v2,1,1,0,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0364_eattribute_type_changed_from_data_synthetic_mixed2_metamodels_mixed2_v1__to__data_synthetic_mixed2_metamodels_mixed2_v2,2,2,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_TYPE_CHANGED
backend_plugins_org.eclipse.emfcloud.coffee.model_model_Coffee__c28c33f__24b7174,21,21,0,0,0,21,21,0,0,0,1,12,12,0,0,0,5,0,0,0,0,MIXED
augmented_0355_eclass_added_from_data_synthetic_change_type_metamodels_change_type_v1__to__data_synthetic_change_type_metamodels_change_type_v2,1,2,1,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_ADDED
data_synthetic_rename_attribute_metamodels_rename_attribute_v1__to__data_synthetic_rename_attribute_metamodels_rename_attribute_v2,1,1,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,MIXED
augmented_0384_eattribute_removed_from_data_synthetic_mixed_metamodels_mixed_v1__to__data_synthetic_mixed_metamodels_mixed_v2,2,2,0,0,0,4,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,EATTRIBUTE_REMOVED
augmented_0482_eclass_removed_from_data_synthetic_rename_eclass_metamodels_rename_eclass_v1__to__data_synthetic_rename_eclass_metamodels_rename_eclass_v2,2,1,-1,0,1,3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,ECLASS_REMOVED
data_synthetic_change_containment2_metamodels_change_containment2_v1__to__data_synthetic_change_containment2_metamodels_change_containment2_v2,2,2,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,MIXED
data_domains_smartgrid_metamodels_smartgrid_v2__to__data_domains_smartgrid_metamodels_smartgrid_v3,2,3,1,2,1,5,9,4,1,0,0,1,2,1,0,0,0,0,0,0,1,MIXED
augmented_0007_eclass_removed_from_backend_plugins_org.eclipse.emfcloud.coffee.model_model_Coffee__c28c33f__24b7174,21,20,-1,0,1,21,20,-1,0,0,0,12,12,0,0,0,0,0,0,0,0,ECLASS_REMOVED
data_synthetic_add_reference4_metamodels_add_reference4_v1__to__data_synthetic_add_reference4_metamodels_add_reference4_v2,3,3,0,0,0,4,4,0,0,0,0,0,4,4,4,0,0,0,0,0,0,MIXED
augmented_0440_eclass_removed_from_data_synthetic_remove_reference_metamodels_remove_reference_v1__to__data_synthetic_remove_reference_metamodels_remove_reference_v2,3,2,-1,0,1,3,2,-1,0,0,0,2,2,0,0,0,0,0,0,0,0,EREFERENCE_REMOVED
data_domains_library_metamodels_library_v2__to__data_domains_library_metamodels_library_v3,3,4,1,1,0,7,11,4,3,0,0,2,4,2,0,0,0,0,1,0,1,MIXED
